Black Prior,Centurion,Conqueror,Gladiator,Gryphon,Lawbringer,Peacekeeper,Warden,Warmonger
0,0,0,0,0,0,652,0,0
0,0,0,0,0,0,245,0,0
0,0,0,0,0,0,1168,0,0
0,0,0,0,0,0,419,3,0
0,0,0,0,0,0,18,0,0
0,0,0,0,0,0,1913,9,0
0,0,0,0,0,0,43,1,0
0,0,0,0,0,0,16,4,0
0,0,0,0,0,0,563,6,0
