Black Prior,Centurion,Conqueror,Gladiator,Gryphon,Lawbringer,Peacekeeper,Warden,Warmonger
0,0,0,0,0,0,218,0,0
0,0,0,0,0,0,127,0,0
0,0,0,0,0,0,378,0,0
0,0,0,0,0,0,200,1,0
0,0,0,0,0,0,17,0,0
0,0,0,0,0,0,694,3,0
0,0,0,0,0,0,40,1,0
0,0,0,0,0,0,9,2,0
0,0,0,0,0,0,206,2,0
